tick | mnemonic
1113 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1114 | dr[22:0] + pc -> ar
1115 | mem(ar)[31:0] -> dr
1116 | dr[31:0] -> acc
1117 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1118 | dr[22:0] + pc -> ar
1119 | mem(ar)[31:0] -> dr
1120 | acc * mem(ar) -> acc
1121 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1122 | dr[22:0] + pc -> ar
1123 | mem(ar)[31:0] -> dr
1124 | acc + mem(ar) -> acc
1125 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1126 | dr[22:0] + pc -> ar
1127 | acc[31:0] -> mem(ar)
1128 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1129 | dr[22:0] + pc -> ar
1130 | mem(ar)[31:0] -> dr
1131 | dr[31:0] -> acc
1132 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1133 | acc - 1 -> acc
1134 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1135 | dr[22:0] + pc -> ar
1136 | acc[31:0] -> mem(ar)
1137 | shadow_acc[31:0] -> mem(shadow_ar)
1138 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1139 | if Z set: jmp @fetch
1140 | pc + extended(dr[22:0]) -> pc
1141 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1142 | dr[22:0] + pc -> ar
1143 | mem(ar)[31:0] -> dr
1144 | dr[31:0] -> acc
1145 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1146 | dr[22:0] + pc -> ar
1147 | mem(ar)[31:0] -> dr
1148 | acc + mem(ar) -> acc
1149 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1150 | acc <-> shadow_acc, dr[22:0] + pc -> ar -> shadow_ar
1151 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1152 | dr[22:0] + pc -> ar
1153 | mem(ar)[31:0] -> dr
1154 | dr[31:0] -> acc
1155 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1156 | dr[22:0] + pc -> ar
1157 | mem(ar)[31:0] -> dr
1158 | acc * mem(ar) -> acc
1159 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1160 | dr[22:0] + pc -> ar
1161 | mem(ar)[31:0] -> dr
1162 | acc + mem(ar) -> acc
1163 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1164 | dr[22:0] + pc -> ar
1165 | acc[31:0] -> mem(ar)
1166 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1167 | dr[22:0] + pc -> ar
1168 | mem(ar)[31:0] -> dr
1169 | dr[31:0] -> acc
1170 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1171 | acc - 1 -> acc
1172 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1173 | dr[22:0] + pc -> ar
1174 | acc[31:0] -> mem(ar)
1175 | shadow_acc[31:0] -> mem(shadow_ar)
1176 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1177 | if Z set: jmp @fetch
1178 | pc + extended(dr[22:0]) -> pc
1179 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1180 | dr[22:0] + pc -> ar
1181 | mem(ar)[31:0] -> dr
1182 | dr[31:0] -> acc
1183 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1184 | dr[22:0] + pc -> ar
1185 | mem(ar)[31:0] -> dr
1186 | acc + mem(ar) -> acc
1187 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1188 | acc <-> shadow_acc, dr[22:0] + pc -> ar -> shadow_ar
1189 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1190 | dr[22:0] + pc -> ar
1191 | mem(ar)[31:0] -> dr
1192 | dr[31:0] -> acc
1193 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1194 | dr[22:0] + pc -> ar
1195 | mem(ar)[31:0] -> dr
1196 | acc * mem(ar) -> acc
1197 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1198 | dr[22:0] + pc -> ar
1199 | mem(ar)[31:0] -> dr
1200 | acc + mem(ar) -> acc
1201 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1202 | dr[22:0] + pc -> ar
1203 | acc[31:0] -> mem(ar)
1204 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1205 | dr[22:0] + pc -> ar
1206 | mem(ar)[31:0] -> dr
1207 | dr[31:0] -> acc
1208 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1209 | acc - 1 -> acc
1210 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1211 | dr[22:0] + pc -> ar
1212 | acc[31:0] -> mem(ar)
1213 | shadow_acc[31:0] -> mem(shadow_ar)
1214 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1215 | if Z set: jmp @fetch
1216 | pc + extended(dr[22:0]) -> pc
1217 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1218 | dr[22:0] + pc -> ar
1219 | mem(ar)[31:0] -> dr
1220 | dr[31:0] -> acc
1221 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1222 | dr[22:0] + pc -> ar
1223 | mem(ar)[31:0] -> dr
1224 | acc + mem(ar) -> acc
1225 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1226 | acc <-> shadow_acc, dr[22:0] + pc -> ar -> shadow_ar
1227 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1228 | dr[22:0] + pc -> ar
1229 | mem(ar)[31:0] -> dr
1230 | dr[31:0] -> acc
1231 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1232 | dr[22:0] + pc -> ar
1233 | mem(ar)[31:0] -> dr
1234 | acc * mem(ar) -> acc
1235 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1236 | dr[22:0] + pc -> ar
1237 | mem(ar)[31:0] -> dr
1238 | acc + mem(ar) -> acc
1239 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1240 | dr[22:0] + pc -> ar
1241 | acc[31:0] -> mem(ar)
1242 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1243 | dr[22:0] + pc -> ar
1244 | mem(ar)[31:0] -> dr
1245 | dr[31:0] -> acc
1246 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1247 | acc - 1 -> acc
1248 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1249 | dr[22:0] + pc -> ar
1250 | acc[31:0] -> mem(ar)
1251 | shadow_acc[31:0] -> mem(shadow_ar)
1252 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1253 | if Z set: jmp @fetch
1254 | pc + extended(dr[22:0]) -> pc
1255 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1256 | dr[22:0] + pc -> ar
1257 | mem(ar)[31:0] -> dr
1258 | dr[31:0] -> acc
1259 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1260 | dr[22:0] + pc -> ar
1261 | mem(ar)[31:0] -> dr
1262 | acc + mem(ar) -> acc
1263 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1264 | acc <-> shadow_acc, dr[22:0] + pc -> ar -> shadow_ar
1265 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1266 | dr[22:0] + pc -> ar
1267 | mem(ar)[31:0] -> dr
1268 | dr[31:0] -> acc
1269 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1270 | dr[22:0] + pc -> ar
1271 | mem(ar)[31:0] -> dr
1272 | acc * mem(ar) -> acc
1273 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1274 | dr[22:0] + pc -> ar
1275 | mem(ar)[31:0] -> dr
1276 | acc + mem(ar) -> acc
1277 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1278 | dr[22:0] + pc -> ar
1279 | acc[31:0] -> mem(ar)
1280 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1281 | dr[22:0] + pc -> ar
1282 | mem(ar)[31:0] -> dr
1283 | dr[31:0] -> acc
1284 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1285 | acc - 1 -> acc
1286 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1287 | dr[22:0] + pc -> ar
1288 | acc[31:0] -> mem(ar)
1289 | shadow_acc[31:0] -> mem(shadow_ar)
1290 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1291 | if Z set: jmp @fetch
1292 | pc + extended(dr[22:0]) -> pc
1293 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1294 | dr[22:0] + pc -> ar
1295 | mem(ar)[31:0] -> dr
1296 | dr[31:0] -> acc
1297 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1298 | dr[22:0] + pc -> ar
1299 | mem(ar)[31:0] -> dr
1300 | acc + mem(ar) -> acc
1301 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1302 | acc <-> shadow_acc, dr[22:0] + pc -> ar -> shadow_ar
1303 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1304 | dr[22:0] + pc -> ar
1305 | mem(ar)[31:0] -> dr
1306 | dr[31:0] -> acc
1307 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1308 | dr[22:0] + pc -> ar
1309 | mem(ar)[31:0] -> dr
1310 | acc * mem(ar) -> acc
1311 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1312 | dr[22:0] + pc -> ar
1313 | mem(ar)[31:0] -> dr
1314 | acc + mem(ar) -> acc
1315 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1316 | dr[22:0] + pc -> ar
1317 | acc[31:0] -> mem(ar)
1318 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1319 | dr[22:0] + pc -> ar
1320 | mem(ar)[31:0] -> dr
1321 | dr[31:0] -> acc
1322 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1323 | acc - 1 -> acc
1324 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1325 | dr[22:0] + pc -> ar
1326 | acc[31:0] -> mem(ar)
1327 | shadow_acc[31:0] -> mem(shadow_ar)
1328 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1329 | if Z set: jmp @fetch
1330 | pc + extended(dr[22:0]) -> pc
1331 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1332 | dr[22:0] + pc -> ar
1333 | mem(ar)[31:0] -> dr
1334 | dr[31:0] -> acc
1335 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1336 | dr[22:0] + pc -> ar
1337 | mem(ar)[31:0] -> dr
1338 | acc + mem(ar) -> acc
1339 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1340 | acc <-> shadow_acc, dr[22:0] + pc -> ar -> shadow_ar
1341 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1342 | dr[22:0] + pc -> ar
1343 | mem(ar)[31:0] -> dr
1344 | dr[31:0] -> acc
1345 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1346 | dr[22:0] + pc -> ar
1347 | mem(ar)[31:0] -> dr
1348 | acc * mem(ar) -> acc
1349 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1350 | dr[22:0] + pc -> ar
1351 | mem(ar)[31:0] -> dr
1352 | acc + mem(ar) -> acc
1353 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1354 | dr[22:0] + pc -> ar
1355 | acc[31:0] -> mem(ar)
1356 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1357 | dr[22:0] + pc -> ar
1358 | mem(ar)[31:0] -> dr
1359 | dr[31:0] -> acc
1360 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1361 | acc - 1 -> acc
1362 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1363 | dr[22:0] + pc -> ar
1364 | acc[31:0] -> mem(ar)
1365 | shadow_acc[31:0] -> mem(shadow_ar)
1366 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1367 | if Z set: jmp @fetch
1368 | pc + extended(dr[22:0]) -> pc
1369 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1370 | dr[22:0] + pc -> ar
1371 | mem(ar)[31:0] -> dr
1372 | dr[31:0] -> acc
1373 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1374 | dr[22:0] + pc -> ar
1375 | mem(ar)[31:0] -> dr
1376 | acc + mem(ar) -> acc
1377 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1378 | acc <-> shadow_acc, dr[22:0] + pc -> ar -> shadow_ar
1379 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1380 | dr[22:0] + pc -> ar
1381 | mem(ar)[31:0] -> dr
1382 | dr[31:0] -> acc
1383 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1384 | dr[22:0] + pc -> ar
1385 | mem(ar)[31:0] -> dr
1386 | acc * mem(ar) -> acc
1387 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1388 | dr[22:0] + pc -> ar
1389 | mem(ar)[31:0] -> dr
1390 | acc + mem(ar) -> acc
1391 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1392 | dr[22:0] + pc -> ar
1393 | acc[31:0] -> mem(ar)
1394 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1395 | dr[22:0] + pc -> ar
1396 | mem(ar)[31:0] -> dr
1397 | dr[31:0] -> acc
1398 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1399 | acc - 1 -> acc
1400 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1401 | dr[22:0] + pc -> ar
1402 | acc[31:0] -> mem(ar)
1403 | shadow_acc[31:0] -> mem(shadow_ar)
1404 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1405 | if Z set: jmp @fetch
1406 | pc + extended(dr[22:0]) -> pc
1407 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1408 | dr[22:0] + pc -> ar
1409 | mem(ar)[31:0] -> dr
1410 | dr[31:0] -> acc
1411 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1412 | dr[22:0] + pc -> ar
1413 | mem(ar)[31:0] -> dr
1414 | acc + mem(ar) -> acc
1415 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1416 | acc <-> shadow_acc, dr[22:0] + pc -> ar -> shadow_ar
1417 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1418 | dr[22:0] + pc -> ar
1419 | mem(ar)[31:0] -> dr
1420 | dr[31:0] -> acc
1421 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1422 | dr[22:0] + pc -> ar
1423 | mem(ar)[31:0] -> dr
1424 | acc * mem(ar) -> acc
1425 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1426 | dr[22:0] + pc -> ar
1427 | mem(ar)[31:0] -> dr
1428 | acc + mem(ar) -> acc
1429 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1430 | dr[22:0] + pc -> ar
1431 | acc[31:0] -> mem(ar)
1432 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1433 | dr[22:0] + pc -> ar
1434 | mem(ar)[31:0] -> dr
1435 | dr[31:0] -> acc
1436 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1437 | acc - 1 -> acc
1438 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1439 | dr[22:0] + pc -> ar
1440 | acc[31:0] -> mem(ar)
1441 | shadow_acc[31:0] -> mem(shadow_ar)
1442 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1443 | if Z set: jmp @fetch
1444 | pc + extended(dr[22:0]) -> pc
1445 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1446 | dr[22:0] + pc -> ar
1447 | mem(ar)[31:0] -> dr
1448 | dr[31:0] -> acc
1449 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1450 | dr[22:0] + pc -> ar
1451 | mem(ar)[31:0] -> dr
1452 | acc + mem(ar) -> acc
1453 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1454 | acc <-> shadow_acc, dr[22:0] + pc -> ar -> shadow_ar
1455 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1456 | dr[22:0] + pc -> ar
1457 | mem(ar)[31:0] -> dr
1458 | dr[31:0] -> acc
1459 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1460 | dr[22:0] + pc -> ar
1461 | mem(ar)[31:0] -> dr
1462 | acc * mem(ar) -> acc
1463 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1464 | dr[22:0] + pc -> ar
1465 | mem(ar)[31:0] -> dr
1466 | acc + mem(ar) -> acc
1467 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1468 | dr[22:0] + pc -> ar
1469 | acc[31:0] -> mem(ar)
1470 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1471 | dr[22:0] + pc -> ar
1472 | mem(ar)[31:0] -> dr
1473 | dr[31:0] -> acc
1474 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1475 | acc - 1 -> acc
1476 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1477 | dr[22:0] + pc -> ar
1478 | acc[31:0] -> mem(ar)
1479 | shadow_acc[31:0] -> mem(shadow_ar)
1480 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1481 | if Z set: jmp @fetch
1482 | pc + extended(dr[22:0]) -> pc
1483 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1484 | dr[22:0] + pc -> ar
1485 | mem(ar)[31:0] -> dr
1486 | dr[31:0] -> acc
1487 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1488 | dr[22:0] + pc -> ar
1489 | mem(ar)[31:0] -> dr
1490 | acc + mem(ar) -> acc
1491 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1492 | acc <-> shadow_acc, dr[22:0] + pc -> ar -> shadow_ar
1493 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1494 | dr[22:0] + pc -> ar
1495 | mem(ar)[31:0] -> dr
1496 | dr[31:0] -> acc
1497 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1498 | dr[22:0] + pc -> ar
1499 | mem(ar)[31:0] -> dr
1500 | acc * mem(ar) -> acc
1501 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1502 | dr[22:0] + pc -> ar
1503 | mem(ar)[31:0] -> dr
1504 | acc + mem(ar) -> acc
1505 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1506 | dr[22:0] + pc -> ar
1507 | acc[31:0] -> mem(ar)
1508 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1509 | dr[22:0] + pc -> ar
1510 | mem(ar)[31:0] -> dr
1511 | dr[31:0] -> acc
1512 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1513 | acc - 1 -> acc
1514 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1515 | dr[22:0] + pc -> ar
1516 | acc[31:0] -> mem(ar)
1517 | shadow_acc[31:0] -> mem(shadow_ar)
1518 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1519 | if Z set: jmp @fetch
1520 | pc + extended(dr[22:0]) -> pc
1521 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1522 | dr[22:0] + pc -> ar
1523 | mem(ar)[31:0] -> dr
1524 | dr[31:0] -> acc
1525 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1526 | dr[22:0] + pc -> ar
1527 | mem(ar)[31:0] -> dr
1528 | acc + mem(ar) -> acc
1529 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1530 | acc <-> shadow_acc, dr[22:0] + pc -> ar -> shadow_ar
1531 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1532 | dr[22:0] + pc -> ar
1533 | mem(ar)[31:0] -> dr
1534 | dr[31:0] -> acc
1535 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1536 | dr[22:0] + pc -> ar
1537 | mem(ar)[31:0] -> dr
1538 | acc * mem(ar) -> acc
1539 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1540 | dr[22:0] + pc -> ar
1541 | mem(ar)[31:0] -> dr
1542 | acc + mem(ar) -> acc
1543 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1544 | dr[22:0] + pc -> ar
1545 | acc[31:0] -> mem(ar)
1546 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1547 | dr[22:0] + pc -> ar
1548 | mem(ar)[31:0] -> dr
1549 | dr[31:0] -> acc
1550 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1551 | acc - 1 -> acc
1552 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1553 | dr[22:0] + pc -> ar
1554 | acc[31:0] -> mem(ar)
1555 | shadow_acc[31:0] -> mem(shadow_ar)
1556 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1557 | if Z set: jmp @fetch
1558 | pc + extended(dr[22:0]) -> pc
1559 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1560 | dr[22:0] + pc -> ar
1561 | mem(ar)[31:0] -> dr
1562 | dr[31:0] -> acc
1563 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1564 | dr[22:0] + pc -> ar
1565 | mem(ar)[31:0] -> dr
1566 | acc + mem(ar) -> acc
1567 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1568 | acc <-> shadow_acc, dr[22:0] + pc -> ar -> shadow_ar
1569 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1570 | dr[22:0] + pc -> ar
1571 | mem(ar)[31:0] -> dr
1572 | dr[31:0] -> acc
1573 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1574 | dr[22:0] + pc -> ar
1575 | mem(ar)[31:0] -> dr
1576 | acc * mem(ar) -> acc
1577 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1578 | dr[22:0] + pc -> ar
1579 | mem(ar)[31:0] -> dr
1580 | acc + mem(ar) -> acc
1581 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1582 | dr[22:0] + pc -> ar
1583 | acc[31:0] -> mem(ar)
1584 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1585 | dr[22:0] + pc -> ar
1586 | mem(ar)[31:0] -> dr
1587 | dr[31:0] -> acc
1588 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1589 | acc - 1 -> acc
1590 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1591 | dr[22:0] + pc -> ar
1592 | acc[31:0] -> mem(ar)
1593 | shadow_acc[31:0] -> mem(shadow_ar)
1594 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1595 | if Z set: jmp @fetch
1596 | pc + extended(dr[22:0]) -> pc
1597 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1598 | dr[22:0] + pc -> ar
1599 | mem(ar)[31:0] -> dr
1600 | dr[31:0] -> acc
1601 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1602 | dr[22:0] + pc -> ar
1603 | mem(ar)[31:0] -> dr
1604 | acc + mem(ar) -> acc
1605 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1606 | acc <-> shadow_acc, dr[22:0] + pc -> ar -> shadow_ar
1607 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1608 | dr[22:0] + pc -> ar
1609 | mem(ar)[31:0] -> dr
1610 | dr[31:0] -> acc
1611 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1612 | dr[22:0] + pc -> ar
1613 | mem(ar)[31:0] -> dr
1614 | acc * mem(ar) -> acc
1615 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1616 | dr[22:0] + pc -> ar
1617 | mem(ar)[31:0] -> dr
1618 | acc + mem(ar) -> acc
1619 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1620 | dr[22:0] + pc -> ar
1621 | acc[31:0] -> mem(ar)
1622 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1623 | dr[22:0] + pc -> ar
1624 | mem(ar)[31:0] -> dr
1625 | dr[31:0] -> acc
1626 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1627 | acc - 1 -> acc
1628 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1629 | dr[22:0] + pc -> ar
1630 | acc[31:0] -> mem(ar)
1631 | shadow_acc[31:0] -> mem(shadow_ar)
1632 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1633 | if Z set: jmp @fetch
1634 | pc + extended(dr[22:0]) -> pc
1635 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1636 | dr[22:0] + pc -> ar
1637 | mem(ar)[31:0] -> dr
1638 | dr[31:0] -> acc
1639 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1640 | dr[22:0] + pc -> ar
1641 | mem(ar)[31:0] -> dr
1642 | acc + mem(ar) -> acc
1643 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1644 | acc <-> shadow_acc, dr[22:0] + pc -> ar -> shadow_ar
1645 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1646 | dr[22:0] + pc -> ar
1647 | mem(ar)[31:0] -> dr
1648 | dr[31:0] -> acc
1649 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1650 | dr[22:0] + pc -> ar
1651 | mem(ar)[31:0] -> dr
1652 | acc * mem(ar) -> acc
1653 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1654 | dr[22:0] + pc -> ar
1655 | mem(ar)[31:0] -> dr
1656 | acc + mem(ar) -> acc
1657 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1658 | dr[22:0] + pc -> ar
1659 | acc[31:0] -> mem(ar)
1660 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1661 | dr[22:0] + pc -> ar
1662 | mem(ar)[31:0] -> dr
1663 | dr[31:0] -> acc
1664 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1665 | acc - 1 -> acc
1666 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1667 | dr[22:0] + pc -> ar
1668 | acc[31:0] -> mem(ar)
1669 | shadow_acc[31:0] -> mem(shadow_ar)
