tick | mnemonic
0569 | mem(ar)[31:0] -> dr
0570 | acc - mem(ar) -> acc
0571 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0572 | dr[22:0] + pc -> ar
0573 | mem(ar)[31:0] -> dr
0574 | acc - mem(ar) -> acc
0575 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0576 | if Z set: jmp @fetch
0577 | pc + extended(dr[22:0]) -> pc
0578 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0579 | dr[22:0] -> input address
0580 | input -> acc
0581 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0582 | dr[22:0] -> ar
0583 | mem(ar)[31:0] -> dr
0584 | dr[22:0] -> ar
0585 | acc[7:0] -> mem(ar)
0586 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0587 | dr[22:0] + pc -> ar
0588 | mem(ar)[31:0] -> dr
0589 | dr[31:0] -> acc
0590 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0591 | acc + 1 -> acc
0592 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0593 | dr[22:0] + pc -> ar
0594 | acc[31:0] -> mem(ar)
0595 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0596 | acc - extended(dr[22:0]) -> acc
0597 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0598 | acc - extended(dr[22:0]) -> acc
0599 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0600 | dr[22:0] + pc -> ar
0601 | mem(ar)[31:0] -> dr
0602 | acc - mem(ar) -> acc
0603 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0604 | dr[22:0] + pc -> ar
0605 | mem(ar)[31:0] -> dr
0606 | acc - mem(ar) -> acc
0607 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0608 | if Z set: jmp @fetch
0609 | pc + extended(dr[22:0]) -> pc
0610 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0611 | dr[22:0] -> input address
0612 | input -> acc
0613 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0614 | dr[22:0] -> ar
0615 | mem(ar)[31:0] -> dr
0616 | dr[22:0] -> ar
0617 | acc[7:0] -> mem(ar)
0618 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0619 | dr[22:0] + pc -> ar
0620 | mem(ar)[31:0] -> dr
0621 | dr[31:0] -> acc
0622 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0623 | acc + 1 -> acc
0624 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0625 | dr[22:0] + pc -> ar
0626 | acc[31:0] -> mem(ar)
0627 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0628 | acc - extended(dr[22:0]) -> acc
0629 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0630 | acc - extended(dr[22:0]) -> acc
0631 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0632 | dr[22:0] + pc -> ar
0633 | mem(ar)[31:0] -> dr
0634 | acc - mem(ar) -> acc
0635 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0636 | dr[22:0] + pc -> ar
0637 | mem(ar)[31:0] -> dr
0638 | acc - mem(ar) -> acc
0639 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0640 | if Z set: jmp @fetch
0641 | pc + extended(dr[22:0]) -> pc
0642 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0643 | dr[22:0] -> input address
0644 | input -> acc
0645 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0646 | dr[22:0] -> ar
0647 | mem(ar)[31:0] -> dr
0648 | dr[22:0] -> ar
0649 | acc[7:0] -> mem(ar)
0650 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0651 | dr[22:0] + pc -> ar
0652 | mem(ar)[31:0] -> dr
0653 | dr[31:0] -> acc
0654 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0655 | acc + 1 -> acc
0656 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0657 | dr[22:0] + pc -> ar
0658 | acc[31:0] -> mem(ar)
0659 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0660 | acc - extended(dr[22:0]) -> acc
0661 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0662 | acc - extended(dr[22:0]) -> acc
0663 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0664 | dr[22:0] + pc -> ar
0665 | mem(ar)[31:0] -> dr
0666 | acc - mem(ar) -> acc
0667 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0668 | dr[22:0] + pc -> ar
0669 | mem(ar)[31:0] -> dr
0670 | acc - mem(ar) -> acc
0671 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0672 | if Z set: jmp @fetch
0673 | pc + extended(dr[22:0]) -> pc
0674 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0675 | dr[22:0] -> input address
0676 | input -> acc
0677 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0678 | dr[22:0] -> ar
0679 | mem(ar)[31:0] -> dr
0680 | dr[22:0] -> ar
0681 | acc[7:0] -> mem(ar)
0682 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0683 | dr[22:0] + pc -> ar
0684 | mem(ar)[31:0] -> dr
0685 | dr[31:0] -> acc
0686 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0687 | acc + 1 -> acc
0688 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0689 | dr[22:0] + pc -> ar
0690 | acc[31:0] -> mem(ar)
0691 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0692 | acc - extended(dr[22:0]) -> acc
0693 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0694 | acc - extended(dr[22:0]) -> acc
0695 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0696 | dr[22:0] + pc -> ar
0697 | mem(ar)[31:0] -> dr
0698 | acc - mem(ar) -> acc
0699 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0700 | dr[22:0] + pc -> ar
0701 | mem(ar)[31:0] -> dr
0702 | acc - mem(ar) -> acc
0703 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0704 | if Z set: jmp @fetch
0705 | pc + extended(dr[22:0]) -> pc
0706 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0707 | dr[22:0] -> input address
0708 | input -> acc
0709 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0710 | dr[22:0] -> ar
0711 | mem(ar)[31:0] -> dr
0712 | dr[22:0] -> ar
0713 | acc[7:0] -> mem(ar)
0714 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0715 | dr[22:0] + pc -> ar
0716 | mem(ar)[31:0] -> dr
0717 | dr[31:0] -> acc
0718 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0719 | acc + 1 -> acc
0720 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0721 | dr[22:0] + pc -> ar
0722 | acc[31:0] -> mem(ar)
0723 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0724 | acc - extended(dr[22:0]) -> acc
0725 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0726 | acc - extended(dr[22:0]) -> acc
0727 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0728 | dr[22:0] + pc -> ar
0729 | mem(ar)[31:0] -> dr
0730 | acc - mem(ar) -> acc
0731 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0732 | dr[22:0] + pc -> ar
0733 | mem(ar)[31:0] -> dr
0734 | acc - mem(ar) -> acc
0735 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0736 | if Z set: jmp @fetch
0737 | pc + extended(dr[22:0]) -> pc
0738 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0739 | dr[22:0] -> input address
0740 | input -> acc
0741 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0742 | dr[22:0] -> ar
0743 | mem(ar)[31:0] -> dr
0744 | dr[22:0] -> ar
0745 | acc[7:0] -> mem(ar)
0746 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0747 | dr[22:0] + pc -> ar
0748 | mem(ar)[31:0] -> dr
0749 | dr[31:0] -> acc
0750 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0751 | acc + 1 -> acc
0752 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0753 | dr[22:0] + pc -> ar
0754 | acc[31:0] -> mem(ar)
0755 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0756 | acc - extended(dr[22:0]) -> acc
0757 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0758 | acc - extended(dr[22:0]) -> acc
0759 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0760 | dr[22:0] + pc -> ar
0761 | mem(ar)[31:0] -> dr
0762 | acc - mem(ar) -> acc
0763 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0764 | dr[22:0] + pc -> ar
0765 | mem(ar)[31:0] -> dr
0766 | acc - mem(ar) -> acc
0767 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0768 | if Z set: jmp @fetch
0769 | pc + extended(dr[22:0]) -> pc
0770 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0771 | dr[22:0] -> input address
0772 | input -> acc
0773 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0774 | dr[22:0] -> ar
0775 | mem(ar)[31:0] -> dr
0776 | dr[22:0] -> ar
0777 | acc[7:0] -> mem(ar)
0778 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0779 | dr[22:0] + pc -> ar
0780 | mem(ar)[31:0] -> dr
0781 | dr[31:0] -> acc
0782 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0783 | acc + 1 -> acc
0784 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0785 | dr[22:0] + pc -> ar
0786 | acc[31:0] -> mem(ar)
0787 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0788 | acc - extended(dr[22:0]) -> acc
0789 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0790 | acc - extended(dr[22:0]) -> acc
0791 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0792 | dr[22:0] + pc -> ar
0793 | mem(ar)[31:0] -> dr
0794 | acc - mem(ar) -> acc
0795 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0796 | dr[22:0] + pc -> ar
0797 | mem(ar)[31:0] -> dr
0798 | acc - mem(ar) -> acc
0799 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0800 | if Z set: jmp @fetch
0801 | pc + extended(dr[22:0]) -> pc
0802 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0803 | dr[22:0] -> input address
0804 | input -> acc
0805 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0806 | dr[22:0] -> ar
0807 | mem(ar)[31:0] -> dr
0808 | dr[22:0] -> ar
0809 | acc[7:0] -> mem(ar)
0810 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0811 | dr[22:0] + pc -> ar
0812 | mem(ar)[31:0] -> dr
0813 | dr[31:0] -> acc
0814 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0815 | acc + 1 -> acc
0816 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0817 | dr[22:0] + pc -> ar
0818 | acc[31:0] -> mem(ar)
0819 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0820 | acc - extended(dr[22:0]) -> acc
0821 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0822 | acc - extended(dr[22:0]) -> acc
0823 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0824 | dr[22:0] + pc -> ar
0825 | mem(ar)[31:0] -> dr
0826 | acc - mem(ar) -> acc
0827 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0828 | dr[22:0] + pc -> ar
0829 | mem(ar)[31:0] -> dr
0830 | acc - mem(ar) -> acc
0831 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0832 | if Z set: jmp @fetch
0833 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0834 | dr[22:0] + pc -> ar
0835 | mem(ar)[31:0] -> dr
0836 | dr[31:0] -> acc
0837 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0838 | dr[22:0] + pc -> ar
0839 | mem(ar)[31:0] -> dr
0840 | acc + mem(ar) -> acc
0841 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0842 | dr[22:0] + pc -> ar
0843 | acc[31:0] -> mem(ar)
0844 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0845 | extended(dr[22:0]) -> acc
0846 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0847 | acc + extended(dr[22:0]) -> acc
0848 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0849 | dr[22:0] + pc -> ar
0850 | acc[31:0] -> mem(ar)
0851 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0852 | dr[22:0] -> ar
0853 | mem(ar)[31:0] -> dr
0854 | dr[22:0] -> ar
0855 | mem(ar)[7:0] -> dr
0856 | dr[7:0] -> acc
0857 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0858 | dr[22:0] -> output address
0859 | acc -> output
0860 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0861 | dr[22:0] + pc -> ar
0862 | mem(ar)[31:0] -> dr
0863 | dr[31:0] -> acc
0864 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0865 | acc + 1 -> acc
0866 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0867 | dr[22:0] + pc -> ar
0868 | acc[31:0] -> mem(ar)
0869 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0870 | acc - extended(dr[22:0]) -> acc
0871 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0872 | acc - extended(dr[22:0]) -> acc
0873 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0874 | dr[22:0] + pc -> ar
0875 | mem(ar)[31:0] -> dr
0876 | acc - mem(ar) -> acc
0877 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0878 | if Z set: jmp @fetch
0879 | pc + extended(dr[22:0]) -> pc
0880 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0881 | dr[22:0] -> ar
0882 | mem(ar)[31:0] -> dr
0883 | dr[22:0] -> ar
0884 | mem(ar)[7:0] -> dr
0885 | dr[7:0] -> acc
0886 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0887 | dr[22:0] -> output address
0888 | acc -> output
0889 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0890 | dr[22:0] + pc -> ar
0891 | mem(ar)[31:0] -> dr
0892 | dr[31:0] -> acc
0893 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0894 | acc + 1 -> acc
0895 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0896 | dr[22:0] + pc -> ar
0897 | acc[31:0] -> mem(ar)
0898 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0899 | acc - extended(dr[22:0]) -> acc
0900 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0901 | acc - extended(dr[22:0]) -> acc
0902 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0903 | dr[22:0] + pc -> ar
0904 | mem(ar)[31:0] -> dr
0905 | acc - mem(ar) -> acc
0906 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0907 | if Z set: jmp @fetch
0908 | pc + extended(dr[22:0]) -> pc
0909 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0910 | dr[22:0] -> ar
0911 | mem(ar)[31:0] -> dr
0912 | dr[22:0] -> ar
0913 | mem(ar)[7:0] -> dr
0914 | dr[7:0] -> acc
0915 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0916 | dr[22:0] -> output address
0917 | acc -> output
0918 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0919 | dr[22:0] + pc -> ar
0920 | mem(ar)[31:0] -> dr
0921 | dr[31:0] -> acc
0922 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0923 | acc + 1 -> acc
0924 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0925 | dr[22:0] + pc -> ar
0926 | acc[31:0] -> mem(ar)
0927 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0928 | acc - extended(dr[22:0]) -> acc
0929 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0930 | acc - extended(dr[22:0]) -> acc
0931 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0932 | dr[22:0] + pc -> ar
0933 | mem(ar)[31:0] -> dr
0934 | acc - mem(ar) -> acc
0935 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0936 | if Z set: jmp @fetch
0937 | pc + extended(dr[22:0]) -> pc
0938 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0939 | dr[22:0] -> ar
0940 | mem(ar)[31:0] -> dr
0941 | dr[22:0] -> ar
0942 | mem(ar)[7:0] -> dr
0943 | dr[7:0] -> acc
0944 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0945 | dr[22:0] -> output address
0946 | acc -> output
0947 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0948 | dr[22:0] + pc -> ar
0949 | mem(ar)[31:0] -> dr
0950 | dr[31:0] -> acc
0951 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0952 | acc + 1 -> acc
0953 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0954 | dr[22:0] + pc -> ar
0955 | acc[31:0] -> mem(ar)
0956 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0957 | acc - extended(dr[22:0]) -> acc
0958 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0959 | acc - extended(dr[22:0]) -> acc
0960 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0961 | dr[22:0] + pc -> ar
0962 | mem(ar)[31:0] -> dr
0963 | acc - mem(ar) -> acc
0964 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0965 | if Z set: jmp @fetch
0966 | pc + extended(dr[22:0]) -> pc
0967 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0968 | dr[22:0] -> ar
0969 | mem(ar)[31:0] -> dr
0970 | dr[22:0] -> ar
0971 | mem(ar)[7:0] -> dr
0972 | dr[7:0] -> acc
0973 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0974 | dr[22:0] -> output address
0975 | acc -> output
0976 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0977 | dr[22:0] + pc -> ar
0978 | mem(ar)[31:0] -> dr
0979 | dr[31:0] -> acc
0980 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0981 | acc + 1 -> acc
0982 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0983 | dr[22:0] + pc -> ar
0984 | acc[31:0] -> mem(ar)
0985 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0986 | acc - extended(dr[22:0]) -> acc
0987 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0988 | acc - extended(dr[22:0]) -> acc
0989 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0990 | dr[22:0] + pc -> ar
0991 | mem(ar)[31:0] -> dr
0992 | acc - mem(ar) -> acc
0993 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0994 | if Z set: jmp @fetch
0995 | pc + extended(dr[22:0]) -> pc
0996 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
0997 | dr[22:0] -> ar
0998 | mem(ar)[31:0] -> dr
0999 | dr[22:0] -> ar
1000 | mem(ar)[7:0] -> dr
1001 | dr[7:0] -> acc
1002 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1003 | dr[22:0] -> output address
1004 | acc -> output
1005 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1006 | dr[22:0] + pc -> ar
1007 | mem(ar)[31:0] -> dr
1008 | dr[31:0] -> acc
1009 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1010 | acc + 1 -> acc
1011 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1012 | dr[22:0] + pc -> ar
1013 | acc[31:0] -> mem(ar)
1014 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1015 | acc - extended(dr[22:0]) -> acc
1016 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1017 | acc - extended(dr[22:0]) -> acc
1018 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1019 | dr[22:0] + pc -> ar
1020 | mem(ar)[31:0] -> dr
1021 | acc - mem(ar) -> acc
1022 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1023 | if Z set: jmp @fetch
1024 | pc + extended(dr[22:0]) -> pc
1025 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1026 | dr[22:0] -> ar
1027 | mem(ar)[31:0] -> dr
1028 | dr[22:0] -> ar
1029 | mem(ar)[7:0] -> dr
1030 | dr[7:0] -> acc
1031 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1032 | dr[22:0] -> output address
1033 | acc -> output
1034 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1035 | dr[22:0] + pc -> ar
1036 | mem(ar)[31:0] -> dr
1037 | dr[31:0] -> acc
1038 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1039 | acc + 1 -> acc
1040 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1041 | dr[22:0] + pc -> ar
1042 | acc[31:0] -> mem(ar)
1043 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1044 | acc - extended(dr[22:0]) -> acc
1045 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1046 | acc - extended(dr[22:0]) -> acc
1047 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1048 | dr[22:0] + pc -> ar
1049 | mem(ar)[31:0] -> dr
1050 | acc - mem(ar) -> acc
1051 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1052 | if Z set: jmp @fetch
1053 | pc + extended(dr[22:0]) -> pc
1054 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1055 | dr[22:0] -> ar
1056 | mem(ar)[31:0] -> dr
1057 | dr[22:0] -> ar
1058 | mem(ar)[7:0] -> dr
1059 | dr[7:0] -> acc
1060 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1061 | dr[22:0] -> output address
1062 | acc -> output
1063 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1064 | dr[22:0] + pc -> ar
1065 | mem(ar)[31:0] -> dr
1066 | dr[31:0] -> acc
1067 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1068 | acc + 1 -> acc
1069 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1070 | dr[22:0] + pc -> ar
1071 | acc[31:0] -> mem(ar)
1072 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1073 | acc - extended(dr[22:0]) -> acc
1074 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1075 | acc - extended(dr[22:0]) -> acc
1076 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1077 | dr[22:0] + pc -> ar
1078 | mem(ar)[31:0] -> dr
1079 | acc - mem(ar) -> acc
1080 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1081 | if Z set: jmp @fetch
1082 | pc + extended(dr[22:0]) -> pc
1083 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1084 | dr[22:0] -> ar
1085 | mem(ar)[31:0] -> dr
1086 | dr[22:0] -> ar
1087 | mem(ar)[7:0] -> dr
1088 | dr[7:0] -> acc
1089 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1090 | dr[22:0] -> output address
1091 | acc -> output
1092 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1093 | dr[22:0] + pc -> ar
1094 | mem(ar)[31:0] -> dr
1095 | dr[31:0] -> acc
1096 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1097 | acc + 1 -> acc
1098 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1099 | dr[22:0] + pc -> ar
1100 | acc[31:0] -> mem(ar)
1101 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1102 | acc - extended(dr[22:0]) -> acc
1103 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1104 | acc - extended(dr[22:0]) -> acc
1105 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1106 | dr[22:0] + pc -> ar
1107 | mem(ar)[31:0] -> dr
1108 | acc - mem(ar) -> acc
1109 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1110 | if Z set: jmp @fetch
1111 | pc + extended(dr[22:0]) -> pc
1112 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1113 | dr[22:0] -> ar
1114 | mem(ar)[31:0] -> dr
1115 | dr[22:0] -> ar
1116 | mem(ar)[7:0] -> dr
1117 | dr[7:0] -> acc
1118 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1119 | dr[22:0] -> output address
1120 | acc -> output
1121 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1122 | dr[22:0] + pc -> ar
1123 | mem(ar)[31:0] -> dr
1124 | dr[31:0] -> acc
1125 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1126 | acc + 1 -> acc
1127 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1128 | dr[22:0] + pc -> ar
1129 | acc[31:0] -> mem(ar)
1130 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1131 | acc - extended(dr[22:0]) -> acc
1132 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1133 | acc - extended(dr[22:0]) -> acc
1134 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1135 | dr[22:0] + pc -> ar
1136 | mem(ar)[31:0] -> dr
1137 | acc - mem(ar) -> acc
1138 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
